protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class
21.0,49.6,33.1,7.7,22.9,544.0,medium
27.3,54.5,13.3,10.9,3.5,465.0,medium
27.3,83.5,14.6,10.9,18.6,604.0,medium
31.8,91.0,8.0,13.3,20.1,591.0,medium
28.7,76.0,21.3,6.7,12.9,567.0,medium
34.5,23.4,34.5,8.4,20.5,500.0,medium
9.9,84.6,36.9,8.0,4.0,714.0,high
42.2,55.9,18.9,4.5,21.8,556.0,medium
30.7,37.7,19.5,3.6,3.8,477.0,medium
35.3,25.7,11.2,7.2,20.7,351.0,low
43.8,31.2,23.7,7.6,3.1,548.0,medium
34.5,59.8,33.8,9.3,19.3,684.0,medium
26.2,71.6,9.8,4.1,27.1,470.0,medium
31.5,54.7,21.7,3.8,15.0,506.0,medium
24.9,52.1,5.0,4.9,11.2,250.0,low
27.5,48.9,25.6,15.9,27.5,516.0,medium
12.4,56.3,17.7,15.8,0.8,405.0,medium
33.2,49.4,25.0,5.1,2.4,604.0,medium
17.2,50.4,15.9,5.8,24.2,469.0,medium
26.1,2.4,17.5,5.5,51.1,306.0,low
11.8,40.0,24.4,12.4,25.6,437.0,medium
40.3,63.1,19.3,5.9,28.9,583.0,medium
38.6,38.9,24.4,9.9,0.0,562.0,medium
26.2,95.8,14.7,4.8,2.9,574.0,medium
37.9,36.0,14.1,8.0,9.7,480.0,medium
17.4,43.5,17.7,6.9,10.9,427.0,medium
29.1,43.1,15.8,6.6,34.1,446.0,medium
25.8,55.9,6.1,7.0,0.7,412.0,medium
31.5,43.2,12.1,6.1,5.9,399.0,low
16.8,66.0,33.4,6.2,1.0,625.0,medium
25.7,29.8,10.5,6.5,31.8,297.0,low
13.3,38.2,23.5,6.0,6.1,432.0,medium
35.6,82.1,30.4,8.1,29.7,712.0,high
22.3,63.4,20.9,9.1,19.8,506.0,medium
25.7,68.0,26.9,8.3,4.1,641.0,medium
25.3,45.5,10.5,10.3,12.9,446.0,medium
41.0,61.4,23.8,7.5,17.4,626.0,medium
19.7,34.7,16.9,10.1,29.5,357.0,low
23.4,45.2,28.9,0.0,11.4,545.0,medium
25.8,57.4,33.4,7.5,4.0,662.0,medium
25.2,74.6,8.1,3.3,15.2,478.0,medium
36.8,62.5,27.3,0.0,16.2,632.0,medium
38.0,49.8,18.6,5.6,17.8,520.0,medium
13.2,17.8,18.3,12.8,20.2,326.0,low
20.3,66.1,13.1,5.4,27.1,388.0,low
27.8,14.6,17.0,10.9,15.8,296.0,low
18.0,43.6,27.5,9.7,13.5,502.0,medium
5.2,46.9,24.8,9.6,26.1,400.0,low
27.4,19.0,19.7,9.0,12.3,324.0,low
9.7,34.7,11.4,6.3,3.6,249.0,low
30.5,70.2,17.1,9.4,16.6,555.0,medium
31.0,23.4,14.0,7.9,18.9,366.0,low
33.5,37.4,20.3,13.6,27.2,489.0,medium
30.6,22.4,20.6,13.2,15.3,425.0,medium
22.3,56.9,18.8,14.4,10.9,462.0,medium
18.4,73.9,17.6,11.8,20.3,490.0,medium
26.9,64.9,25.7,4.0,9.6,545.0,medium
16.0,69.6,15.6,7.6,2.6,507.0,medium
21.9,52.7,14.7,12.1,21.5,411.0,medium
17.0,81.4,13.9,6.0,11.2,535.0,medium
0.0,66.1,12.2,6.3,15.0,420.0,medium
45.4,55.9,8.1,3.4,22.7,475.0,medium
23.5,58.9,20.7,5.1,17.3,522.0,medium
10.6,53.9,30.6,8.8,27.0,533.0,medium
16.1,53.6,25.6,6.2,14.5,478.0,medium
17.5,72.4,29.0,6.5,9.4,646.0,medium
29.7,108.4,15.0,11.6,4.3,671.0,medium
18.1,34.1,13.2,10.6,11.3,288.0,low
39.6,46.3,32.1,6.2,14.4,640.0,medium
28.3,22.0,27.3,11.3,24.8,437.0,medium
19.7,37.9,22.2,4.8,18.2,396.0,low
27.6,84.7,6.1,5.1,5.1,508.0,medium
29.2,58.2,17.4,14.8,12.4,528.0,medium
26.0,73.0,11.6,9.9,6.4,508.0,medium
8.4,51.9,16.4,3.4,12.8,399.0,low
36.4,50.3,17.9,5.6,9.4,525.0,medium
10.7,84.9,15.3,8.1,26.2,489.0,medium
20.5,33.0,16.6,9.2,4.6,329.0,low
30.4,36.8,21.2,4.3,10.9,458.0,medium
20.1,39.7,29.5,8.8,14.4,487.0,medium
44.9,52.4,16.8,9.4,13.1,522.0,medium
51.2,35.3,26.1,11.8,2.3,568.0,medium
12.9,49.8,9.5,5.8,20.4,314.0,low
42.0,73.3,23.9,10.8,14.9,662.0,medium
19.7,39.8,22.6,6.1,9.6,415.0,medium
17.3,24.6,23.7,9.0,10.5,416.0,medium
26.6,50.0,19.2,12.2,27.3,482.0,medium
37.0,52.8,8.5,4.0,23.8,445.0,medium
22.4,71.7,12.0,1.6,15.3,484.0,medium
41.7,34.6,1.8,6.8,30.1,312.0,low
22.1,51.3,22.5,13.2,12.9,516.0,medium
15.4,48.3,25.6,11.7,6.0,484.0,medium
34.5,50.6,20.9,4.8,9.6,533.0,medium
17.3,43.8,28.5,5.9,21.6,557.0,medium
15.3,55.7,26.9,5.7,15.5,551.0,medium
23.1,67.6,20.8,3.0,14.6,578.0,medium
28.8,53.3,16.0,8.3,4.1,515.0,medium
24.6,42.9,28.6,6.9,11.3,606.0,medium
37.2,77.3,32.9,8.9,18.2,780.0,high
37.4,57.7,28.9,8.3,3.0,609.0,medium
23.6,62.0,9.4,10.3,23.6,414.0,medium
27.0,32.8,20.6,8.6,23.7,444.0,medium
35.9,41.4,14.9,6.4,18.8,447.0,medium
27.6,82.8,20.1,3.8,24.6,625.0,medium
24.4,23.5,22.8,13.4,26.2,398.0,low
35.5,41.4,12.4,9.3,13.6,382.0,low
30.5,55.5,22.8,5.7,10.9,513.0,medium
29.2,69.3,30.5,12.0,25.7,684.0,medium
17.6,58.0,12.4,9.2,18.5,396.0,low
30.2,14.6,33.4,4.4,13.2,452.0,medium
22.3,46.3,25.5,7.0,0.0,494.0,medium
37.2,60.6,34.4,11.1,24.3,724.0,high
6.7,43.1,16.7,5.3,10.6,363.0,low
24.4,23.6,17.4,4.9,19.8,358.0,low
29.9,76.6,23.9,4.1,29.5,647.0,medium
29.3,86.0,25.7,11.6,18.6,665.0,medium
39.4,46.0,0.0,4.8,19.3,401.0,medium
16.2,61.7,16.2,11.3,31.3,400.0,medium
26.8,58.0,23.9,9.2,11.5,551.0,medium
16.4,28.9,28.8,12.5,13.0,396.0,low
29.4,38.1,26.6,9.1,29.1,474.0,medium
25.8,79.9,24.5,11.8,4.3,627.0,medium
33.9,58.8,15.6,14.9,21.9,551.0,medium
17.3,62.8,19.2,4.7,17.0,487.0,medium
15.2,66.8,23.2,17.3,11.6,553.0,medium
44.2,17.6,0.0,5.5,18.9,206.0,low
17.1,28.2,26.2,5.8,12.9,413.0,medium
45.4,74.4,35.6,7.9,6.0,789.0,high
11.7,28.5,17.8,2.0,15.4,278.0,low
23.1,60.4,26.9,10.7,5.7,556.0,medium
33.2,64.3,4.2,4.0,22.3,408.0,medium
22.6,82.3,24.3,7.7,15.0,691.0,medium
16.1,56.2,34.2,7.4,17.6,605.0,medium
41.4,64.5,11.7,12.8,22.1,571.0,medium
22.5,53.6,32.2,10.8,10.5,648.0,medium
31.8,28.9,18.3,10.6,7.7,398.0,low
14.5,66.2,17.3,6.8,33.3,451.0,medium
19.0,76.6,25.7,7.1,5.9,629.0,medium
23.2,44.5,20.8,15.9,19.0,487.0,medium
13.1,2.2,13.7,5.2,25.7,191.0,low
19.4,61.0,18.4,3.3,30.2,492.0,medium
6.3,55.5,16.2,0.8,1.1,396.0,low
24.5,59.2,30.8,11.8,18.2,580.0,medium
26.4,48.6,15.3,6.6,8.9,455.0,medium
29.2,32.6,17.8,6.5,16.4,385.0,low
4.8,55.9,32.1,3.6,17.0,526.0,medium
33.6,31.5,26.7,4.1,0.0,488.0,medium
11.5,34.0,7.8,9.1,0.0,197.0,low
31.2,0.1,9.6,12.5,18.1,209.0,low
12.0,37.2,3.7,9.3,19.4,218.0,low
30.0,26.7,30.1,9.6,0.0,517.0,medium
24.9,67.1,11.0,1.9,4.6,495.0,medium
41.6,64.8,17.9,14.7,1.4,626.0,medium
38.5,64.7,28.0,9.9,2.9,667.0,medium
32.6,69.2,31.2,11.9,16.9,659.0,medium
20.0,96.5,21.4,8.1,8.9,670.0,medium
15.3,60.7,31.8,9.2,20.2,558.0,medium
8.6,79.9,3.9,12.2,12.2,425.0,medium
18.5,6.9,23.9,19.0,21.7,323.0,low
26.2,45.9,29.2,7.4,31.7,583.0,medium
30.4,46.0,46.3,5.1,24.8,745.0,high
16.0,62.7,31.6,10.6,28.4,603.0,medium
37.8,66.1,24.4,10.7,19.4,644.0,medium
20.2,42.8,19.9,5.6,0.0,455.0,medium
42.5,36.8,33.4,4.5,0.0,636.0,medium
4.2,34.5,18.5,3.1,6.9,330.0,low
6.6,29.2,15.8,5.3,10.8,292.0,low
33.4,58.7,34.7,12.1,19.0,699.0,medium
15.3,58.0,11.4,4.5,14.5,413.0,medium
25.4,28.3,11.4,16.2,29.0,292.0,low
28.6,86.4,14.3,10.6,15.9,553.0,medium
9.5,32.5,25.7,7.8,31.1,307.0,low
20.8,65.5,30.9,7.4,16.8,614.0,medium
40.6,32.4,26.3,10.4,8.9,507.0,medium
38.1,60.7,26.0,4.0,12.7,663.0,medium
40.0,50.8,14.6,3.9,0.0,507.0,medium
31.9,21.5,18.0,6.5,4.8,385.0,low
17.2,51.1,16.5,6.9,21.6,486.0,medium
22.7,42.0,14.5,12.0,8.9,449.0,medium
28.1,49.6,29.2,11.5,21.1,532.0,medium
29.1,58.4,21.5,5.0,9.9,528.0,medium
30.2,53.6,33.6,9.2,20.6,661.0,medium
14.1,40.5,21.5,10.2,8.5,443.0,medium
28.7,73.8,22.8,13.6,8.4,659.0,medium
9.8,35.3,6.1,5.3,15.2,192.0,low
32.0,22.5,17.1,18.7,8.9,390.0,low
26.2,19.9,8.7,6.0,16.0,304.0,low
4.2,73.1,14.9,7.1,13.4,431.0,medium
20.2,58.8,13.5,8.8,7.6,373.0,low
30.2,46.1,18.0,11.1,0.0,433.0,medium
16.2,50.0,36.3,13.3,16.2,616.0,medium
33.5,86.1,25.7,0.3,16.5,686.0,medium
14.9,33.0,11.1,9.2,1.7,255.0,low
22.0,86.3,14.5,10.2,4.7,510.0,medium
31.8,51.6,29.7,11.4,11.1,600.0,medium
14.1,67.1,2.9,7.5,14.0,385.0,low
41.8,69.1,16.0,8.8,14.2,593.0,medium
30.1,9.7,19.7,2.9,15.8,307.0,low
28.6,61.3,14.3,4.6,17.1,450.0,medium
40.3,59.8,17.6,2.2,30.9,578.0,medium
12.1,61.1,24.2,3.5,22.0,503.0,medium
24.1,48.5,26.0,4.0,24.6,499.0,medium
31.7,45.6,21.6,9.9,16.5,529.0,medium
14.3,96.5,27.3,9.6,24.3,699.0,medium
18.9,47.2,19.3,15.0,17.5,402.0,medium
18.8,50.4,13.4,10.5,24.1,413.0,medium
19.6,56.7,21.3,1.0,1.1,480.0,medium
36.9,43.5,23.7,3.3,2.7,502.0,medium
42.3,7.8,22.0,3.5,16.8,435.0,medium
30.0,45.8,15.8,11.8,18.2,493.0,medium
35.7,44.7,33.6,11.0,26.6,585.0,medium
22.0,28.5,7.7,8.0,36.3,211.0,low
40.5,37.8,20.6,7.1,24.1,470.0,medium
34.8,51.8,25.2,8.6,10.6,578.0,medium
23.4,75.5,26.4,7.5,7.2,580.0,medium
23.2,36.1,15.2,5.3,15.1,406.0,medium
23.1,70.8,13.2,7.3,17.7,494.0,medium
30.1,60.8,15.1,1.7,11.2,532.0,medium
19.6,43.5,11.0,2.0,21.6,358.0,low
43.5,59.9,27.3,10.2,24.3,673.0,medium
19.3,48.9,31.2,11.4,26.7,542.0,medium
31.5,70.1,22.2,5.6,0.0,613.0,medium
26.8,44.6,25.6,9.7,29.8,514.0,medium
27.0,33.2,21.7,6.4,14.2,432.0,medium
28.7,27.3,8.1,8.2,20.7,288.0,low
47.7,63.5,15.3,5.2,30.1,571.0,medium
18.2,29.2,22.5,12.1,8.0,406.0,medium
34.3,41.3,13.3,8.2,16.5,412.0,medium
25.2,56.8,15.8,2.0,12.6,444.0,medium
5.9,81.9,18.5,8.5,17.1,479.0,medium
18.5,43.1,13.8,5.4,10.4,415.0,medium
20.2,62.1,15.3,12.5,4.3,537.0,medium
30.1,38.9,25.8,8.6,26.7,458.0,medium
32.7,55.9,15.3,2.5,23.4,486.0,medium
17.4,64.2,21.4,3.4,0.0,483.0,medium
43.5,49.2,24.0,9.2,13.2,636.0,medium
30.1,72.4,21.5,12.1,17.2,575.0,medium
19.8,28.6,32.5,8.6,26.9,500.0,medium
31.9,42.8,15.6,7.3,10.7,403.0,medium
21.3,44.8,12.5,2.2,14.0,327.0,low
30.0,53.0,13.8,16.7,4.3,448.0,medium
23.1,58.9,30.2,13.4,17.2,597.0,medium
20.3,54.5,13.0,5.1,2.5,421.0,medium
29.0,13.4,17.1,1.4,28.2,344.0,low
9.1,56.8,24.1,8.2,12.3,447.0,medium
32.7,90.5,19.7,1.9,20.8,721.0,high
7.1,56.4,38.5,0.4,15.6,586.0,medium
11.8,29.2,31.4,4.8,10.4,456.0,medium
28.0,61.5,12.4,11.4,0.0,452.0,medium
18.7,54.1,26.4,7.6,7.5,572.0,medium
21.4,42.8,22.4,6.7,12.0,447.0,medium
9.8,97.4,24.1,8.5,1.3,624.0,medium
19.9,78.8,18.3,14.4,21.7,565.0,medium
10.0,43.2,2.7,11.3,12.6,216.0,low
22.6,80.3,29.3,8.4,21.7,720.0,high
15.2,49.2,26.2,2.4,6.9,454.0,medium
17.6,59.3,21.0,11.3,0.0,514.0,medium
28.5,40.1,23.3,10.3,15.8,442.0,medium
26.2,83.0,20.1,5.5,9.5,580.0,medium
9.4,43.1,24.7,4.4,17.9,392.0,low
26.8,63.3,30.4,6.4,28.7,665.0,medium
22.8,56.2,17.2,4.8,16.1,485.0,medium
23.6,61.2,33.4,6.8,31.3,670.0,medium
5.9,28.5,19.4,16.7,10.5,331.0,low
27.4,16.4,32.8,14.7,26.3,514.0,medium
42.7,48.4,32.6,4.4,16.1,658.0,medium
30.6,74.0,16.9,6.4,11.8,604.0,medium
6.2,38.7,12.2,12.0,0.0,287.0,low
36.2,54.0,18.1,13.7,25.6,545.0,medium
45.6,33.7,0.0,6.3,15.7,280.0,low
30.5,40.5,34.2,5.9,17.4,585.0,medium
30.7,41.1,22.8,11.6,8.0,508.0,medium
26.4,39.6,35.5,9.0,5.1,584.0,medium
45.2,60.7,12.1,4.5,6.6,517.0,medium
9.2,53.5,26.4,1.3,21.3,448.0,medium
29.8,63.7,20.4,7.9,14.9,606.0,medium
21.9,39.4,23.2,7.4,23.2,455.0,medium
23.7,62.5,14.6,7.9,30.6,457.0,medium
36.9,89.3,25.2,10.4,5.3,730.0,high
46.8,31.2,34.2,5.3,18.4,629.0,medium
36.7,58.4,1.8,8.0,30.9,369.0,low
35.7,75.0,33.0,8.5,22.7,750.0,high
27.1,36.2,27.5,16.2,5.8,569.0,medium
3.7,32.2,14.0,4.5,24.3,238.0,low
18.4,71.7,21.3,14.1,1.7,519.0,medium
26.8,69.3,0.0,8.0,27.1,357.0,low
19.0,38.6,21.7,9.6,16.7,416.0,medium
27.3,117.5,30.4,2.5,18.8,833.0,high
25.6,33.1,30.3,14.7,0.0,469.0,medium
37.1,76.2,27.4,15.5,7.6,670.0,medium
53.7,49.8,13.8,5.2,29.1,579.0,medium
17.8,10.0,26.2,1.7,11.8,309.0,low
39.5,89.4,20.5,9.3,21.5,690.0,medium
24.2,43.1,11.8,7.7,14.1,399.0,low
19.2,73.9,32.2,8.2,16.6,642.0,medium
33.3,35.6,45.1,13.5,12.8,686.0,medium
18.4,21.3,18.3,10.8,21.2,320.0,low
19.4,37.5,20.6,13.8,14.0,381.0,low
18.7,15.9,17.8,6.6,18.8,280.0,low
38.3,23.5,39.5,5.5,2.7,559.0,medium
35.4,20.0,21.9,12.4,11.1,442.0,medium
32.6,32.3,27.2,3.6,20.0,509.0,medium
20.6,55.9,10.2,11.9,29.6,407.0,medium
27.2,68.9,12.2,13.2,4.6,430.0,medium
24.7,71.5,18.3,6.2,7.9,566.0,medium
39.4,50.0,8.5,4.0,20.8,405.0,medium
31.5,63.2,18.4,5.1,14.3,515.0,medium
26.3,69.5,23.0,16.2,0.0,551.0,medium
35.3,20.3,13.9,9.1,20.4,390.0,low
48.4,61.8,20.9,9.6,14.3,649.0,medium
27.7,54.7,25.4,2.7,28.1,509.0,medium
20.5,83.1,26.0,11.2,4.2,682.0,medium
33.9,64.5,19.4,4.9,7.8,588.0,medium
30.1,39.9,7.9,9.8,1.0,327.0,low
27.7,71.2,30.3,9.4,23.1,689.0,medium
27.0,54.3,13.1,13.1,24.2,472.0,medium
20.4,55.4,26.2,12.8,26.3,545.0,medium
16.4,80.8,17.0,2.1,20.0,552.0,medium
25.4,37.4,29.5,4.2,24.0,513.0,medium
9.9,32.4,20.5,11.9,31.4,304.0,low
13.2,55.3,21.4,4.8,9.8,494.0,medium
26.7,24.6,31.7,5.6,11.8,523.0,medium
20.4,8.8,12.4,17.1,7.1,232.0,low
20.2,14.9,26.6,5.5,19.5,380.0,low
23.4,85.7,25.2,11.7,13.0,649.0,medium
19.6,84.6,18.0,6.5,1.5,583.0,medium
25.8,25.0,20.0,11.3,32.0,341.0,low
18.4,65.1,4.9,0.0,23.2,349.0,low
10.0,23.8,30.7,9.6,7.0,413.0,medium
29.3,48.8,33.7,2.8,22.6,585.0,medium
43.3,52.4,24.4,10.0,5.6,618.0,medium
24.8,70.5,30.4,6.9,9.6,657.0,medium
21.7,75.3,13.4,2.1,14.6,564.0,medium
20.2,53.9,14.0,4.7,18.6,468.0,medium
15.4,49.1,19.1,15.4,2.7,414.0,medium
25.7,18.6,19.1,8.1,31.2,379.0,low
35.7,69.0,31.8,5.9,0.0,708.0,high
5.5,58.3,22.5,2.1,14.3,512.0,medium
30.7,52.1,17.5,11.7,18.6,496.0,medium
4.1,18.7,17.2,0.0,17.6,192.0,low
24.1,77.4,22.3,6.2,24.2,633.0,medium
31.3,91.4,21.2,8.8,15.4,686.0,medium
17.0,72.2,3.9,1.1,25.1,366.0,low
28.5,45.4,8.2,0.0,25.3,365.0,low
33.5,62.3,27.5,4.7,2.3,649.0,medium
11.1,52.4,14.4,7.0,13.2,392.0,low
16.8,42.3,12.9,7.8,6.9,358.0,low
22.8,51.8,18.4,6.6,18.5,496.0,medium
7.2,68.0,29.1,8.1,19.2,529.0,medium
41.8,25.8,2.3,4.8,21.7,239.0,low
43.6,21.1,27.0,7.2,8.7,498.0,medium
25.3,45.0,16.8,1.5,4.6,392.0,low
34.2,48.5,13.8,0.0,12.0,429.0,medium
21.8,80.8,5.1,2.4,10.4,454.0,medium
26.7,50.9,19.1,7.0,20.1,447.0,medium
12.3,21.6,14.4,12.0,6.5,266.0,low
27.3,41.0,13.8,4.1,13.2,415.0,medium
31.6,51.0,12.6,3.8,1.7,474.0,medium
24.3,62.9,26.7,4.1,25.8,618.0,medium
27.4,58.6,4.0,5.2,18.0,375.0,low
29.7,17.7,24.9,4.0,15.1,381.0,low
20.3,38.0,9.3,9.5,2.2,288.0,low
0.6,42.3,22.8,8.5,11.6,426.0,medium
14.8,15.1,19.4,9.6,20.1,327.0,low
19.1,45.1,30.2,10.4,1.3,494.0,medium
2.8,45.1,36.9,10.8,15.3,496.0,medium
36.8,21.8,25.7,8.1,8.2,488.0,medium
32.6,64.7,31.0,0.0,18.1,656.0,medium
42.8,34.9,21.2,8.9,26.3,522.0,medium
32.4,66.4,18.2,3.8,20.5,545.0,medium
15.1,48.8,16.3,9.5,26.9,408.0,medium
17.8,25.9,25.7,0.0,17.1,372.0,low
6.7,57.3,17.9,5.5,22.0,384.0,low
27.3,42.0,20.4,5.6,2.0,468.0,medium
21.8,64.6,5.3,11.1,30.6,392.0,low
27.1,51.7,29.4,14.4,0.0,551.0,medium
27.9,37.6,16.9,6.8,3.2,397.0,low
32.2,43.1,19.6,8.5,0.0,465.0,medium
25.1,72.0,18.8,8.7,35.1,607.0,medium
24.4,46.1,23.5,6.1,20.9,466.0,medium
21.5,0.0,15.4,4.4,32.5,173.0,low
21.9,59.0,15.6,14.8,7.9,496.0,medium
28.2,38.3,16.4,10.8,12.0,402.0,medium
36.9,71.8,12.3,5.8,14.2,554.0,medium
43.6,83.7,27.2,8.0,27.1,726.0,high
22.4,70.8,11.3,10.1,5.0,438.0,medium
31.9,51.6,11.3,6.5,8.0,399.0,low
38.2,66.7,12.9,2.1,5.1,587.0,medium
6.6,68.9,8.0,15.6,12.8,376.0,low
16.0,57.3,11.2,6.4,28.4,341.0,low
23.2,72.1,7.3,4.0,13.7,506.0,medium
40.3,23.3,27.0,10.7,4.9,543.0,medium
15.0,69.9,15.0,7.9,32.6,449.0,medium
27.6,68.2,21.8,5.9,21.9,548.0,medium
50.7,32.5,13.2,7.6,15.8,448.0,medium
9.6,52.2,12.0,9.6,7.2,388.0,low
7.0,32.7,20.6,10.0,7.1,365.0,low
34.7,30.8,14.0,5.7,7.6,332.0,low
34.9,20.3,2.2,6.1,20.1,253.0,low
24.2,52.3,27.4,13.0,21.0,554.0,medium
22.2,64.1,20.0,8.2,13.1,526.0,medium
15.1,20.1,22.9,12.0,23.6,283.0,low
19.1,41.3,14.3,8.2,0.0,352.0,low
13.8,20.1,13.4,5.3,15.9,306.0,low
16.5,0.0,22.6,10.3,28.7,295.0,low
0.0,26.4,10.7,13.2,0.0,176.0,low
19.9,41.3,25.8,5.6,11.4,419.0,medium
33.8,50.8,18.6,3.1,30.0,508.0,medium
28.0,71.8,17.2,9.1,19.8,512.0,medium
24.3,64.9,23.9,8.6,2.6,592.0,medium
30.9,38.7,17.8,5.2,26.2,430.0,medium
30.2,50.7,29.8,12.2,3.2,592.0,medium
24.6,62.2,27.9,12.3,15.9,611.0,medium
25.8,16.2,23.6,3.2,4.8,403.0,medium
29.7,42.6,30.4,14.7,15.4,515.0,medium
29.5,104.0,27.3,8.1,22.9,731.0,high
21.0,43.3,16.2,9.3,19.6,426.0,medium
27.1,41.3,11.6,5.9,8.1,378.0,low
20.3,70.5,22.1,7.6,16.4,583.0,medium
23.4,58.1,8.7,9.2,17.4,379.0,low
26.4,47.6,25.6,4.5,9.1,546.0,medium
31.7,28.4,23.9,4.7,23.5,499.0,medium
16.9,55.0,30.3,6.3,14.6,578.0,medium
36.0,39.3,19.8,7.3,21.9,490.0,medium
21.8,57.2,4.7,9.5,35.1,401.0,medium
35.7,22.0,19.8,10.6,29.8,351.0,low
20.0,19.4,18.2,11.4,0.3,325.0,low
28.0,28.9,20.8,4.6,19.4,468.0,medium
22.3,66.5,22.0,11.6,24.5,546.0,medium
29.6,25.9,14.5,6.9,6.8,360.0,low
32.6,66.9,21.2,5.3,24.4,601.0,medium
27.0,50.7,14.0,1.7,10.9,405.0,medium
19.2,22.3,24.6,6.0,13.0,392.0,low
17.9,26.5,32.6,7.7,3.8,500.0,medium
41.1,43.3,11.1,3.3,15.7,450.0,medium
0.7,56.9,28.9,9.6,21.2,467.0,medium
21.1,61.7,21.0,0.0,3.5,532.0,medium
39.1,35.4,19.6,13.9,12.9,455.0,medium
44.7,33.3,22.9,5.0,7.5,481.0,medium
37.8,62.4,17.4,6.1,3.0,562.0,medium
30.0,58.5,22.3,10.2,28.9,562.0,medium
27.8,17.5,24.2,8.2,25.0,407.0,medium
15.2,21.8,0.0,4.8,12.9,209.0,low
28.4,30.1,22.9,8.3,25.0,426.0,medium
16.0,47.6,22.0,4.8,32.8,440.0,medium
18.5,37.9,30.4,6.2,9.3,507.0,medium
0.0,67.9,25.2,16.8,13.0,540.0,medium
32.8,40.9,13.1,13.4,16.6,389.0,low
20.9,31.3,28.0,5.8,12.9,466.0,medium
18.2,27.8,19.2,7.2,11.3,341.0,low
0.0,2.7,20.8,0.0,6.0,168.0,low
40.9,20.4,9.8,5.7,30.3,300.0,low
40.4,29.5,30.1,8.8,16.8,582.0,medium
32.5,26.4,35.3,12.1,5.2,548.0,medium
22.8,70.8,15.0,6.9,16.5,517.0,medium
21.3,39.2,18.0,11.2,5.9,407.0,medium
37.9,49.2,26.9,8.2,35.5,535.0,medium
19.7,63.9,21.5,11.7,24.1,531.0,medium
23.2,60.5,20.0,14.4,19.8,536.0,medium
28.6,64.7,30.5,10.7,18.5,662.0,medium
32.8,69.6,7.8,9.8,4.9,474.0,medium
20.1,55.1,23.5,11.0,5.9,525.0,medium
34.7,35.9,10.9,5.7,7.1,395.0,low
10.3,82.0,18.4,16.4,17.5,544.0,medium
47.0,30.2,17.9,10.8,18.8,482.0,medium
14.4,21.9,18.2,12.4,18.2,314.0,low
32.1,41.8,13.9,6.7,5.5,405.0,medium
20.7,44.3,8.6,1.8,24.9,370.0,low
19.4,43.4,14.4,9.6,0.0,348.0,low
29.1,53.8,25.1,8.1,19.6,560.0,medium
30.9,66.2,15.0,11.5,16.8,575.0,medium
28.5,50.5,28.2,8.1,15.1,570.0,medium
23.8,35.9,32.3,10.7,25.2,573.0,medium
22.0,90.2,9.3,1.8,16.3,538.0,medium
32.2,31.0,13.3,4.9,9.9,390.0,low
18.1,71.9,13.8,5.7,20.1,486.0,medium
25.0,44.7,9.1,8.6,0.0,354.0,low
10.8,18.0,20.5,3.4,11.6,290.0,low
37.8,47.4,20.1,8.3,6.8,525.0,medium
38.3,69.4,4.8,0.7,11.4,466.0,medium
17.6,58.4,22.3,4.6,29.6,512.0,medium
22.3,52.1,22.5,4.9,3.6,517.0,medium
26.6,41.0,5.6,4.0,14.8,333.0,low
36.3,44.0,28.9,16.8,7.4,614.0,medium
21.8,41.2,17.5,9.0,27.8,387.0,low
17.3,64.8,24.6,9.4,15.7,557.0,medium
21.5,56.4,33.8,4.1,12.7,554.0,medium
16.8,82.6,18.5,8.3,6.8,537.0,medium
25.8,94.2,15.6,11.9,2.4,624.0,medium
17.0,58.4,20.8,7.1,10.4,496.0,medium
20.5,62.9,11.8,5.7,14.6,396.0,low
13.1,79.8,12.1,8.7,8.2,508.0,medium
25.8,26.2,5.8,2.2,17.2,257.0,low
17.4,56.3,19.4,5.9,4.2,446.0,medium
48.6,43.9,11.6,8.8,14.0,465.0,medium
31.8,28.9,16.6,6.8,0.0,330.0,low
19.5,43.8,13.6,5.4,11.9,361.0,low
18.3,49.2,12.2,6.6,11.5,354.0,low
39.7,67.0,9.4,4.5,13.5,520.0,medium
31.0,67.4,25.6,8.1,8.7,629.0,medium
0.0,76.3,20.1,9.6,28.7,503.0,medium
35.8,94.0,18.2,4.5,9.5,719.0,high
20.8,63.0,29.4,7.9,27.7,525.0,medium
24.0,25.8,27.5,14.9,18.3,415.0,medium
24.0,46.1,13.7,14.9,6.9,424.0,medium
23.8,37.3,26.6,5.2,10.9,470.0,medium
20.5,52.5,16.8,1.1,3.2,460.0,medium
23.7,58.7,20.8,5.6,18.4,513.0,medium
19.6,30.4,23.9,6.0,26.8,418.0,medium
36.3,51.7,21.9,8.8,30.6,561.0,medium
7.2,67.5,15.2,12.5,8.0,417.0,medium
20.6,33.6,9.7,3.0,23.1,315.0,low
27.7,43.1,17.6,1.6,39.6,428.0,medium
38.7,14.9,16.1,10.3,2.6,414.0,medium
24.9,75.2,31.9,10.6,31.5,704.0,high
12.8,38.7,7.4,12.5,22.5,271.0,low
47.3,76.8,9.5,4.6,13.3,541.0,medium
23.7,52.1,19.4,10.0,15.1,453.0,medium
19.3,43.1,17.7,8.9,4.7,404.0,medium
17.7,86.2,27.6,8.1,14.0,698.0,medium
28.4,69.9,12.9,12.5,9.3,506.0,medium
28.4,43.7,14.5,13.5,33.9,409.0,medium
